Nome;Peso;;;;;;;;;;;
honey;68;4,71E-05;1,00E+00;;;;;;;;;
social beats;68;4,73E-05;1,00E+00;;;;;;;;;
violin soloist;68;4,75E-05;1,00E+00;;;;;;;;;
gangster nerd rap;68;4,77E-05;1,00E+00;;;;;;;;;
art-punk;68;4,78E-05;1,00E+00;;;;;;;;;
acudits;68;4,80E-05;1,00E+00;;;;;;;;;
Inigo Kennedy;68;4,82E-05;1,00E+00;;;;;;;;;
uk underground;68;4,84E-05;1,00E+00;;;;;;;;;
Renée Fleming;68;4,85E-05;1,00E+00;;;;;;;;;
army;68;4,87E-05;1,00E+00;;;;;;;;;
Pussymaster;68;4,89E-05;1,00E+00;;;;;;;;;
american primitive;68;4,91E-05;1,00E+00;;;;;;;;;
melodic speedcore;68;4,93E-05;1,00E+00;;;;;;;;;
fsu folk;68;4,94E-05;1,00E+00;;;;;;;;;
Warp Records;68;4,96E-05;1,00E+00;;;;;;;;;
power industrial;68;4,98E-05;1,00E+00;;;;;;;;;
unreal tournament;68;5,00E-05;1,00E+00;;;;;;;;;
Lesser Known Yet Slightly Streamable Artists;68;5,02E-05;1,00E+00;;;;;;;;;
Trebol Clan Reggaeton;68;5,03E-05;1,00E+00;;;;;;;;;
mc smith;68;5,05E-05;1,00E+00;;;;;;;;;
Pagan Ambient;68;5,07E-05;1,00E+00;;;;;;;;;
Dan Siegel;68;5,09E-05;1,00E+00;;;;;;;;;
revival rockabilly;68;5,10E-05;1,00E+00;;;;;;;;;
thai easylistening pop;68;5,12E-05;1,00E+00;;;;;;;;;
maximum in the area;68;5,14E-05;1,00E+00;;;;;;;;;
chapel hill;68;5,16E-05;1,00E+00;;;;;;;;;
pop thai ballad;68;5,18E-05;1,00E+00;;;;;;;;;
WORSHIP MUSIC;68;5,19E-05;1,00E+00;;;;;;;;;
clowncore;68;5,21E-05;1,00E+00;;;;;;;;;
velha;68;5,23E-05;1,00E+00;;;;;;;;;
Natural Sounds;68;5,25E-05;1,00E+00;;;;;;;;;
Grande encontro;68;5,27E-05;1,00E+00;;;;;;;;;
fest country;68;5,28E-05;1,00E+00;;;;;;;;;
feminism;68;5,30E-05;1,00E+00;;;;;;;;;
SC;68;5,32E-05;1,00E+00;;;;;;;;;
nostalgi;68;5,34E-05;1,00E+00;;;;;;;;;
rage;68;5,35E-05;1,00E+00;;;;;;;;;
newcomer;68;5,37E-05;1,00E+00;;;;;;;;;
1100;68;5,39E-05;1,00E+00;;;;;;;;;
pop-core;68;5,41E-05;1,00E+00;;;;;;;;;
slavic folk;68;5,43E-05;1,00E+00;;;;;;;;;
hi-tech;68;5,44E-05;1,00E+00;;;;;;;;;
baixada santista;68;5,46E-05;1,00E+00;;;;;;;;;
autumn;68;5,48E-05;1,00E+00;;;;;;;;;
Buzakara Luvs music;68;5,50E-05;1,00E+00;;;;;;;;;
from: finland;71;5,52E-05;1,00E+00;;;;;;;;;
lesser known yet streamable artists LT200;71;5,53E-05;1,00E+00;;;;;;;;;
emd;72;5,55E-05;1,00E+00;;;;;;;;;
Identity Rock;72;5,57E-05;1,00E+00;;;;;;;;;
artists to check;72;5,59E-05;1,00E+00;;;;;;;;;
urban zakapa;72;5,61E-05;1,00E+00;;;;;;;;;
Pitch black techno war funk;72;5,63E-05;1,00E+00;;;;;;;;;
post-rock screamo;72;5,65E-05;1,00E+00;;;;;;;;;
charleston;72;5,67E-05;1,00E+00;;;;;;;;;
weezy baby;72;5,69E-05;1,00E+00;;;;;;;;;
toto;72;5,70E-05;1,00E+00;;;;;;;;;
ganja;72;5,72E-05;1,00E+00;;;;;;;;;
siberia;72;5,74E-05;1,00E+00;;;;;;;;;
dreamgirls;72;5,76E-05;1,00E+00;;;;;;;;;
Great Music;72;5,78E-05;1,00E+00;;;;;;;;;
ma;72;5,80E-05;1,00E+00;;;;;;;;;
beard;72;5,82E-05;1,00E+00;;;;;;;;;
astronomy;72;5,84E-05;1,00E+00;;;;;;;;;
cow-punk;72;5,86E-05;1,00E+00;;;;;;;;;
Elsewherethrone;72;5,88E-05;1,00E+00;;;;;;;;;
Vermont;72;5,89E-05;1,00E+00;;;;;;;;;
riot;72;5,91E-05;1,00E+00;;;;;;;;;
Andreas Martin;72;5,93E-05;1,00E+00;;;;;;;;;
b side;72;5,95E-05;1,00E+00;;;;;;;;;
samurai jazz;72;5,97E-05;1,00E+00;;;;;;;;;
yovie;72;5,99E-05;1,00E+00;;;;;;;;;
hard blues;72;6,01E-05;1,00E+00;;;;;;;;;
newfoundland;72;6,03E-05;1,00E+00;;;;;;;;;
delicate;72;6,05E-05;1,00E+00;;;;;;;;;
lusta magyar aki nem irja be;72;6,06E-05;1,00E+00;;;;;;;;;
Amor de deus;72;6,08E-05;1,00E+00;;;;;;;;;
aibon;72;6,10E-05;1,00E+00;;;;;;;;;
bass masters;72;6,12E-05;1,00E+00;;;;;;;;;
roll deep;72;6,14E-05;1,00E+00;;;;;;;;;
seen live by theo73;72;6,16E-05;1,00E+00;;;;;;;;;
jazzy house;72;6,18E-05;1,00E+00;;;;;;;;;
kanada;72;6,20E-05;1,00E+00;;;;;;;;;
Tag;72;6,22E-05;1,00E+00;;;;;;;;;
wild records;72;6,23E-05;1,00E+00;;;;;;;;;
pos-punk;72;6,25E-05;1,00E+00;;;;;;;;;
saskatchewan;72;6,27E-05;1,00E+00;;;;;;;;;
Fingerpicking;72;6,29E-05;1,00E+00;;;;;;;;;
star academy;72;6,31E-05;1,00E+00;;;;;;;;;
joint;72;6,33E-05;1,00E+00;;;;;;;;;
pop-soul;72;6,35E-05;1,00E+00;;;;;;;;;
free music;72;6,37E-05;1,00E+00;;;;;;;;;
czech folk;72;6,39E-05;1,00E+00;;;;;;;;;
Folk Blues;72;6,40E-05;1,00E+00;;;;;;;;;
pop 80s;72;6,42E-05;1,00E+00;;;;;;;;;
australian hardcore;72;6,44E-05;1,00E+00;;;;;;;;;
post 2-tone;72;6,46E-05;1,00E+00;;;;;;;;;
Performer;72;6,48E-05;1,00E+00;;;;;;;;;
